"Sl. No.","Date","Invoice No.","Model","Part No.","Part Description","Remarks (Nature)","SN","Spare","Qty","Replacement Status","Rep Serial No","Addl Remarks"
"1283","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1284","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1285","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1286","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1287","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1288","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1289","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1290","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1291","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1292","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1293","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1294","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1295","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1296","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1297","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1298","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1299","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000843A","MB350 arm board assembly-TS III","","","","1","Replacement Pending from BLT","",""
"1300","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1301","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1302","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1303","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1304","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1305","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1306","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1307","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1308","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1309","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1310","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1311","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1312","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1313","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1314","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1315","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1316","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1317","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1318","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1319","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1320","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1321","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1322","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1323","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1324","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1325","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1326","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1327","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1328","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1329","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1330","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1331","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1332","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1333","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1334","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1335","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1336","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1337","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1338","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1339","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1340","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1341","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1342","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1343","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1344","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1345","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1346","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1347","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1348","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1349","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1350","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1351","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1352","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1353","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1354","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1355","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1356","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1357","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1358","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1359","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1360","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1361","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1362","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1363","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1364","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1365","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1366","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1367","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1368","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1369","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1370","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1371","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1372","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1373","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1374","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1375","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1376","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
"1377","28 Jul 2026","gfyhg","TS-III Analog Upgradable","60.000854A","Back cabinet (cabinet assembly)-TS III","","","","1","Replacement Pending from BLT","",""
